Symphyotrichum_pygmaeum	9.8125
Symphyotrichum_rhiannon	0
Symphyotrichum_firmum	0.133803
Symphyotrichum_bracteolatum	7.40909
Symphyotrichum_novae-angliae	0.299608
Symphyotrichum_lentum	7.17143
Symphyotrichum_bracei	0
Symphyotrichum_chapmanii	0
Symphyotrichum_ericoides	2.50558
Symphyotrichum_bahamense	0
Symphyotrichum_tradescanti	0.537313
Symphyotrichum_fendleri	7.41509
Symphyotrichum_frondosum	33.7755
Symphyotrichum_shortii	0.225263
Symphyotrichum_pratense	1.144
Symphyotrichum_georgianum	0
Symphyotrichum_hendersonii	2.1
Symphyotrichum_hallii	0
Symphyotrichum_molle	3.33333
Symphyotrichum_batesii	0
Symphyotrichum_cordifolium	0.17974
Symphyotrichum_amethystinum	0.150538
Symphyotrichum_vahlii	11.5714
Symphyotrichum_spathulatum	11.1295
Symphyotrichum_divaricatum	2.54717
Symphyotrichum_foliaceum	5.39829
Symphyotrichum_prenanthoides	0.0365854
Symphyotrichum_tenuifolium	1.08021
Symphyotrichum_novi-belgii	1.11953
Symphyotrichum_expansum	18.5956
Symphyotrichum_oblongifolium	1.21293
Symphyotrichum_squamatum	11
Symphyotrichum_carnerosanum	11.88
Symphyotrichum_falcatum	8.79157
Symphyotrichum_lanceolatum	2.43721
Symphyotrichum_hintonii	0
Symphyotrichum_hesperium	0
Symphyotrichum_lucayanum	0
Symphyotrichum_jessicae	0.84
Symphyotrichum_chilense	3.34264
Symphyotrichum_subspicatum	3.41667
Symphyotrichum_ciliolatum	1.33297
Symphyotrichum_lateriflorum	0.243953
Symphyotrichum_kentuckiense	0
Symphyotrichum_priceae	0
Symphyotrichum_patens	0.316807
Symphyotrichum_dumosum	0.393296
Symphyotrichum_praealtum	0.637329
Symphyotrichum_moranense	8.87671
Symphyotrichum_bullatum	0.909091
Symphyotrichum_eatonii	11.6038
Symphyotrichum_greatae	28.9722
Symphyotrichum_concolor	0.367857
Symphyotrichum_walteri	0.385246
Symphyotrichum_depauperatum	0.244444
Symphyotrichum_parviceps	0.323077
Symphyotrichum_oolentangiense	0.292117
Symphyotrichum_turneri	1.5
Symphyotrichum_anticostense	0.484848
Symphyotrichum_schaffneri	0.571429
Symphyotrichum_phlogifolium	0.0894309
Symphyotrichum_elliottii	0.663934
Symphyotrichum_retroflexum	0
Symphyotrichum_glabrifolium	12.5556
Symphyotrichum_trilineatum	1.36
Symphyotrichum_subulatum	7.42676
Symphyotrichum_fontinale	0
Symphyotrichum_subtropicum	0
Symphyotrichum_longifolium	0
Symphyotrichum_campestre	8.79389
Symphyotrichum_robynsianum	5.11538
Symphyotrichum_racemosum	0.29932
Symphyotrichum_urophyllum	0.133075
Symphyotrichum_burgessii	0
Symphyotrichum_pilosum	0.30669
Symphyotrichum_laeve	1.80877
Symphyotrichum_potosinum	11.2727
Symphyotrichum_simmondsii	1.04167
Symphyotrichum_drummondii	0.489316
Symphyotrichum_defoliatum	26.4722
Symphyotrichum_boreale	2.0473
Symphyotrichum_laurentianum	2.66667
Symphyotrichum_yukonense	20
Symphyotrichum_graminifolium	11.8182
Symphyotrichum_anomalum	0.0706522
Symphyotrichum_turbinellum	0.262821
Symphyotrichum_tardiflorum	0
Symphyotrichum_plumosum	0
Symphyotrichum_eulae	1.28571
Symphyotrichum_sericeum	0.345821
Symphyotrichum_porteri	5.66412
Symphyotrichum_regnellii	14.7895
Symphyotrichum_schistosum	0
Symphyotrichum_adnatum	0.204819
Symphyotrichum_puniceum	0.775963
Symphyotrichum_ciliatum	4.30824
Symphyotrichum_welshii	30.9286
Symphyotrichum_longulum	0
Symphyotrichum_grandiflorum	0
Symphyotrichum_ontarionis	0.443149
Symphyotrichum_nahanniense	12.6667
Symphyotrichum_ascendens	14.6037
