"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","Species"
"1",-1.74907695638315,-0.772910794171038,0.362759750782004,1.03271122455933,-0.624998207783091,0.193679384371328,-0.43884498090886,-0.150713996349586,0.487462564953632,-0.136882458120982,0.300892388268838,0.401514972608913,-0.443365467988012,"Symphyotrichum adnatum"
"2",-1.23082161451906,-0.79618450052889,0.65329806601656,1.12953245940935,-0.373567493497006,0.451571121555931,-1.16541284002426,-0.425912693268982,0.892736993024572,-0.142127005760508,0.441995611453823,0.246293876910748,-0.28783571945979,"Symphyotrichum adnatum"
"3",-1.73783268572513,-0.670890021986652,0.21731409693298,1.00248193657934,-0.839724427685687,0.554595463448556,-0.00898215645342987,-0.0827864236626154,0.00482769779236819,-0.101940540082916,-0.0779935265746551,0.0606011213028652,-0.378406206966657,"Symphyotrichum adnatum"
"4",-1.14324022121576,-0.102406346404976,0.396146923827495,0.929198998144882,-0.21469368214375,0.125707494937288,-1.04980344089438,0.850115545731567,-0.0133037144818613,0.409863324293141,-0.227184067820342,-0.185861593025911,-0.0573639423109234,"Symphyotrichum adnatum"
"5",-1.11382450507807,-0.192623296386893,0.577495976005962,1.04746579288185,-0.267896811333326,0.474331032931077,-1.35829164478031,1.19504058690466,-0.14510992752822,0.766417166014354,0.332019711368127,-0.314703365224063,-0.101188016435945,"Symphyotrichum adnatum"
"6",-1.46582535528084,-0.189906823926237,0.449935292012655,0.846376036419752,-0.561966945139287,0.873279469251065,-0.553379044124771,0.515079337701109,-0.432790939192558,0.507323100835724,-0.233213506660747,-0.765157715009449,-0.0941070008271937,"Symphyotrichum adnatum"
"7",-0.826107610996342,-0.475290979464246,0.701603421756327,-0.0642098509294456,-0.408911802027559,-0.0317079416184629,0.385985005507047,0.0497547238763102,-0.348563557530089,-0.0283654183053743,-0.513970911001271,0.155959051164657,0.0804948603071651,"Symphyotrichum bimater"
"8",-1.26707405196971,-0.141630561734973,0.648938788794412,0.189760058599703,-0.601331581237488,0.116583257011091,0.314650376368834,-0.362825518838238,-0.0799173347524342,0.148076402381463,-0.940749007578064,-0.0595775637387112,-0.0360630753631649,"Symphyotrichum bimater"
"9",-1.12124658971179,-0.257608838613797,0.079393291629355,-0.252709770132185,-0.0363661284440463,-0.405744480981487,0.585067055015893,-0.127908681591671,0.0463646496068301,-0.0380078641392306,-0.506467505889543,0.0460265858893231,-0.19427925742901,"Symphyotrichum bimater"
"10",0.064572712581048,-0.741870999357253,0.111880400161154,0.0982148493119681,0.628970262031972,-0.515843776716083,-0.781142108433473,0.126441358408425,0.170680735011624,0.361493252642383,0.30447576250565,0.621607832374018,-0.150651275794697,"Symphyotrichum bimater"
"11",-1.02240911075466,-0.138763110296602,0.527025887037314,-0.318775145125883,0.440653256628482,-0.278027211126584,-0.117062071560897,-0.538606668578258,-0.203690414128982,-0.491037513715023,0.0253926493284341,0.48693465813243,-0.137724528656317,"Symphyotrichum bimater"
"12",-0.566000854397237,-0.802367687505543,-0.00606846261029606,0.225949092938793,0.50241060882781,-0.131921409484731,-0.508269142505397,-0.434637199656553,0.143039373899321,-0.289146284090538,-0.0872056706778923,0.00579020522369929,0.00618110562718686,"Symphyotrichum bimater"
"13",-0.102209662235007,-1.3888252135092,0.252135959179188,0.271794485655747,0.222816151013459,-0.375531551756406,-0.533052319348632,-0.091750328120343,0.772792167158833,-0.269459959343979,0.520806750385923,0.565644517287899,0.137817922212312,"Symphyotrichum bimater"
"14",-0.817912355935352,-0.279820370170647,-0.108790147665747,-0.744611839406191,0.476282630331066,-0.17073172030364,0.535452786466809,-0.471907242616547,0.188420638560012,0.119311594263929,0.140950908895067,-0.204603170216208,-0.173992113711949,"Symphyotrichum bimater"
"15",-0.620001098034004,-0.846711199423225,0.998691180227847,0.339186374000631,-0.421110689390352,-0.33497348406866,-0.483584497813228,0.140591751673763,0.836380907643192,-0.0220184500925084,-0.262565478815011,0.125966021014446,-0.176242326078658,"Symphyotrichum bimater"
